"BehaviorSpace results (NetLogo 6.3.0)"
"nl-poseidon.nlogo"
"exploration-radius"
"09/19/2023 19:48:49:976 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","min-mpa-x","exploration-probability","number-of-fishers","hourly-costs","min-mpa-y","diffusion-rate","growth-rate","price-of-fish","max-mpa-x","carrying-capacity","max-mpa-y","catchability","speed","exploration-radius","[step]","mean [ bank-balance ] of fishers"
"454","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10","8760","788007.2488143678"
"455","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10","8760","756222.1606933306"
"456","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.1","8760","769191.7668545556"
"457","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.1","8760","805259.5731475702"
"458","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.1","8760","792606.0689944293"
"461","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.2","8760","778664.2627307135"
"460","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.1","8760","778643.0822432392"
"459","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.1","8760","787996.282503466"
"463","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.2","8760","771411.6613098816"
"462","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.2","8760","769211.6666819426"
"464","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.2","8760","787913.0109285797"
"465","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.2","8760","772178.8308429603"
"466","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.3","8760","780789.9909883973"
"467","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.3","8760","755827.9955106793"
"468","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.3","8760","795013.3577511641"
"469","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.3","8760","795208.832349493"
"471","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.4","8760","769472.8868901774"
"470","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.3","8760","791832.3020063381"
"472","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.4","8760","784508.4416830036"
"473","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.4","8760","782043.9713709925"
"474","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.4","8760","780347.5473433792"
"475","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.4","8760","773692.3789925925"
"476","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.5","8760","788080.1207083664"
"477","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.5","8760","774906.6263664796"
"479","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.5","8760","775634.8808958805"
"478","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.5","8760","795545.9815016516"
"480","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.5","8760","787787.8663047005"
"481","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.6","8760","770751.035784799"
"482","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.6","8760","778364.1861948468"
"484","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.6","8760","767683.9205753328"
"483","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.6","8760","778762.6997819425"
"485","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.6","8760","798955.7192753314"
"486","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.7","8760","794315.3804821833"
"487","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.7","8760","813097.1504270214"
"488","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.7","8760","781616.4095667352"
"489","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.7","8760","749378.2513227623"
"490","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.7","8760","781444.6396108351"
"491","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.8","8760","795704.2035161615"
"492","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.8","8760","792418.1731946887"
"493","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.8","8760","778506.8171549755"
"494","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.8","8760","760305.5181280123"
"495","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.8","8760","802362.6472618314"
"496","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.9","8760","772678.0572169451"
"497","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.9","8760","757164.0742981648"
"498","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.9","8760","796883.5132196343"
"500","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.9","8760","778455.9662420632"
"499","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","10.9","8760","789408.4290890176"
"501","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","11","8760","780983.0569279653"
"502","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","11","8760","763085.8630041932"
"503","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","11","8760","783755.155172044"
"504","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","11","8760","792727.0547327389"
"505","5","0.03","25","50","-5","0.002","0.1","80","0","4000","5","0.2","0.5","11","8760","785684.3706525395"
